comment_text,target
"Problem Önceki hali daha iyiydi. Yani, tarih ile ayırım olmadan önce. Aynı videoya 2 gün ard-arda baktığınız zaman, 2 defa oluşmuş oluyor tarihçede. Önceler izlediğin videoları kolay bulurdun, her video 1 defa karşına çıkıyordu. Şimdiyse... Eski halini beğenen yalnız ben değilim zann edersem. Dikkate alırsınız sevinirim.",1
"Exit Hello dear , when i exit youtube , than stop sound 

Regards",0
Merve Özkaynak Çok guzel ama hıç bır şeye abune olamıyorum,0
Zema Youtube acilmir.,0
Problem after update App does not open after update.,1
"I am in trouble! What did you do, today after update your program don't open in my iPad anymore!!!",1
Problem after last update After updating the application does not open please solve this problem good luck to you,0
Sikayet Uygulamaya basiyorum bir saniye gecmiyor uygulamadan atiyor yeniden basiyom yine oluyo bunun bir caresi var mi,1
"Zulfugar Hello. I want old youtube back. like,everytime videos don't let me watch to the ads. do sth I don't need any of stuff you are advertising at all.",1
PROBLEM!!!!! Я не могу загрузить YouTube,1
ARMY I like it👍🏻👍🏻👍🏻,0
"Youtube siz ne yapardım bilmiyorum Araştırdığım, öyrendiyim ve çoğu şeyi youtubeye borçluyum",0
Youtube İyi olmuş youtube her bilgi var bilgi kaynagı dahada çok geliştirin 👍👍👍👍👍,0
Ela Əladır,0
Df Süper çalışıyor,0
Əla Əla,0
Ютуб Топ,0
İyi Güzel yalnz öncedən oynatmyor videonu,0
"Ads problem Too many ads, it is annoying",0
"doesn’t work what’s wrong with youtube? program doesn’t work, does not open anything",1
Awesome Get music playing in the background.,0
"Too much ads There are too much ads. Even I can’t listen musics. When I want to listen silent musics for sleep, suddenly appears hiphop music ads. I am getting nervous and can’t sleep. There are some ads which I have seen over 100 times. Although I have pushed the button “don’t show this ads” many times, they still appear. I don’t know what to do.",1
Catmayan cehet Catismayan cehetleri var misal ucun ana ekrana donerken arxa fonda video davam etse ela olar,0
its so good omg its so good when i have nothing to do i just go in youtube its the best app ever,0
Joy Thanks.,0
Çox gözel Ela,0
Отзыв. Отзыв,0
"Why PC version should be better? Adding Story,adding banner and profile logo should be in mobile version. Fix this.",1
реклама эти рекламы уже бесят .,1
Reklam Reklam çoxdur.,0
Youtube hakkında Çok kullanışlı istediyim videolara anında ulaşa biliyorum hatta istersem yükleyip yolculuğa çıktığımda izliyorum arama geçmişinden önceki videolarımı takib ediyorum harikasınıızz...😍👏🏻❤️,0
Bildirim Bildirimler zamanında geç geliyor. Ve hissedilmiyor.,1
Naxçıvan 👍👍👍,0
Super Perfect,0
Ben Yorum yazdlm ishte)),0
Downloaded video My download video option is not valid today. How can I recover this option?,0
Durumlar kotu Para kazanamiyorum,1
Y Youtube premuim olmasaydı daha iyi olurdu,1
Qesey Ela,0
"pisdi alqoritması çox pisdi baxdığım şeyləri yenə qabağıma çıxarır, ilgilenmiyorum eliyirəm yenə çıxarır",1
Uygulama süper Süper uygulama,0
Your advertisements annoys !!! I cannot watch a 10 minute video comfortably. Literally 3 or 5 advertisements disturbs each time. They really annoys,1
(😘) BAYAA ÎYÎ ),0
Y E T E R game of thrones reklamlari beynimi sikdi yeter artik,1
Afa Aliyeva Cok Eylenceli🤪🤪,0
👍👍 Жить без ютуба не могу,0
Anar Dоstuyev . Çox gözel,0
Super YouTube Supeeerrr ya herşey istedim herşey var,0
Bad Ver bad,1
Youtube is suuuuuuuuuuper I like youtube there is so fun its goog look to youtube,0
Adds I am fed up with adds that appears after each single song. This is extremely annoying.,1
Adds Getting too much adds on almost every single video is annoying...,0
Xəzər Mayılov Yotub çox əla dı çox əlverişlidi,0
Silmek istiyorum Fazla reklam var her kes şikayetci bu durumdan çok kötü,1
message is not sent it application’s message section is full of bugs . messages are not sent. i hope you will fix this problem,1
"Bad update After the update, intro logo comes when i open the app is not there. Instead of logo there is white square. Please fix it",0
😍 😍,0
Youtubu seviyorum Cok guzel Youtubda kanalimda var Ona abune olursunuz Bu kanaldan yaziyorum 10000abune yaparsiniz,0
Complaint Too many adds pop ups for last 2 month,1
Nigar Rehimova Çok beyendim super 👍🏻,0
Şikayetcıyım Durmadan reklamın şarkıların ortasına gırıb 2 dakıkalık reklamlar rahatsız ediyor . Reklam kısıtlaması yapmanız gerek,0
Youtube İyiki varsın coook tesekkür ederim 😆,0
❤️ Youtube is mu life. Love❤️,0
Süper Harika 👌👍 Harika,0
Beautifull youtube Very beautifull uoutube naitionaly programs thanks you very 1 -2 problems🤭❤️,0
Güneş eldi yutub özim ölum,0
"YouTube Awesome!!! Every Day, All Day
*****",0
Super Super,0
"Слабо Ютуб сильно лагает и тормозит,и подбирает неитеркстные видео в рекемендованных и в трендах.",1
Merhaba Cok guzel,0
Para kazanmayı çok isterdim  düzgün bir kameram  olsa daha iyi videolar görüntülerdim Lütfen abone olub kaçanlar cezalansın,0
"Azeri Azəricə :Çox gözəl saytdi. 
Türkce:Çok güzel site
Eng:Very good site",0
"Youtube Youtube bana çok iyi geliyor.Nerdeyse13 saatimi burada geçiryorum .Keşke Enes baturu,Meryem Canı ve ya yap yap kanalından bir kişiyi göre bilsem İyiki varsın yutub",0
Super Bazi alakasiz reklamlar olmasa her shey OK,0
İyi Çok iyi 😂😂,0
Fikrim Youtube ya bayılıyorum.,0
"you work unjust! you deleted 10m views from BTS - Boy With Luv music video without any explanation, give our views back!",1
Sevil Zamanzade stop deleting views you snakes,1
I hate youu Stop deleting views you snake blink!,1
"BTS DELETED VIEWS First IDOL now BOY WITH LUV 
GIVE OUR 10M VIEWS BACK snakes!",1
Hi Like it thanks a lot ),0
Youtube YouTube adamsında beni bi 1000 abone yapıver ya :(,0
YouTube’a Çok iyi uygulama,0
Ads would give 5 stars if not those annoying ads,0
👍🏻 Класс,0
YouTube YouTube çox yaxşıdır,0
Çok fazla reklam Merhaba YouTube ekibi son günlerde videoları izlerken çok fazla reklamla karşılaşıyorum. Eskiden daha az reklam karşıma çıkıyordu.,1
"Problem It’s been while that my liked videos don’t play correctly. It plays only downloaded videos, even when wi fi is turned on. Please fix it ASAP. Thanks in advance",0
Müzik Youtube kapalıyken video oynatmak,0
#Saveyourinternet Please guys ! subscribe my YouTube channel Ayxan Əliyev search on YouTube,0
YouTube yə qarşı video Mən hər gün YouTube dəyəm,0
Стало хуже Слишком много рекламы,1
Васиф Я,0
Zulfi Escobar Guzel Severim 😬,0
Pervin Super,0
Love you YouTubeeeeee🖤🖤🖤🖤 YouTubeeeeee🖤🖤🖤🖤LoVe YoU,0
Gf Ff,0
Best Best,0
Pleaaasseeee🤩 Please continue playing the song as you leave YouTube.,0
Thanks for everytning Lool at beginning,0
Baku Rent Services Thanks to all members of Youtube,0
После паузы ютубе подвисает на некорректны время и не хочет проигрывать сразу После паузы ютубе подвисает на некорректны время и не хочет проигрывать сразу,1
Daha iyi YouTube YouTube uygulamasi neden arkaplanda kullanilamiyor,1
You tube You tube cok  hosuma gidiyor amma kaski internetsiz baxa bilsek,0
"Класс!!! Очень качественно,но проблемы с уведомлениями есть.",0
no bugs Thanks youtube,0
Toy tüne çok güzel YouTube yi çok güzel bir şey olduğunu düşünüyorum.,0
sizi seviyoruz youtube güzel içerikler,0
Daha da iyi ola bilir yani Şu pewdiepieya bir şey söyleyin manyakya,1
Iyi Cok iyi tewwekurler,0
Bad So bad I well delete the YouTube,1
Все отлично Хорошая прога. Удобная и классная. надеюсь так же все будет хорошо и не будут гадить всякими хернями что обычно делают все остальные.,0
"YouTube YouTubeda mən həm gözəl , əyləncəli vaxt keçirdirəm, həm də lazımlı informasiyalar toplayıram. 😍🧡",0
Algorithm I don’t like new algorithms.,1
indirme videolarin bazilari cevrimdisi kullanilmiyor indirmek olmuyor onuda duzeltirseniz cok iyi olur,0
Adds There are too many adds,1
Super 👍👍👍👍👍👍👍👍👍👍👍👍,0
Baku Like-Super,0
Фифи Я очень люблю YouTube!Здесь можно найти очень много интересного!!!👍🏻👍🏻👍🏻,0
Quality You’re the best,0
Super Super❤️,0
Fhgrghgfgfgfhadhtsx Gjjfuhg,0
"Problem ios 12.1.4 youtube yes problem
the display is rotating when the time is half-time
the display of the problem when the problem is happening
Youtube screen when you rotate the screen is not full screen",1
Normal guncelleme gelsin artik !! Guncelleme geldi dahada kotu oldu. Video izleye bilmiyorum bu ne !!,1
Экран не работает В горизонтальном режиме отключается полный экран и выходит не понятно что. Исправьте побыстрее,1
YouTube YouTube’da herşeyi yapmak oluyor,0
Cok sey Ela,0
Love I love Utube❤️,0
Orxan Hey youtube i cant watch videos in my iphone why?,0
Bug I don’t know why but I can’t watch any video.It keeps loading and nothing happens.Plz fix it,1
"Dont work after update, the video does not load (does not open), shows the download process but there is no picture",1
"Can you add an option I can't see all history of uploaded video by me .there are 2 options old videoa and new videos ,but couldn't saw some videos between",1
"Классное приложение! Все нравится, спасибо!",0
"Azerbaijan,Baku You cok iyi bir uygulama,her seyi guzel beyeniyorum
Ama bir sorun var ki telefonun ekrani kapaliyken veya youtube den cikis yapan zaman ornegin dinlediyim music kesiliyor buna bir cozum bulsaniz cok memmun oluruz
Onceden tesekkurler",0
Harika Süper,0
yutuuuubbbb fastest video program ever ❤️,0
Same video proposals Youtube proposes same videos which i don’t like. It used to propose relevant videos,1
Yaxşıdı çox sevirəm Salam bu praqramda əziyyəti keçən hər kəsə təşəkkür edirəm ancaq yenilkilərin hər zaman davamın gözlüyürəm❤️😘👍🏻,0
biraz aksatmalar olur oda olsun 👍👍 əla,0
Super 👍🏻,0
Youtube Super👍🏻,0
Хочу получит YouTube премиум Поможете ?,0
"Advertisements There are too many advertisements that gets on my nerves. Please, take my criticism into account.",0
YouTube Çok kullanışlı,0
FloDotRAD YouTube lütfen kapanma en çok sevilen programsın,0
Problem I dont understand why it is not possible to go back to previous video. Why it has been removed?,1
Perfect 😍😍😍😍😍,0
Baku azerbaycan  name senan Super,0
Youtube Youtubu çok seviyorum.,0
Cok guzel Sizi ve burada yapigniz islerden dolayi tebrik ediyorum yutuba bayiliyorum,0
5 years later ago no problems application very good application but it’s still fun to used,0
Nicat Quliyev Youtube çok seviyorum yakında Kendim YouTube videolarımı paylaşıcam teşekkürler Youtube teşekkürler,0
Youtube Çok iyi bir uyqulama,0
Sorun fazla video indremiyorum😡😡,1
Thank’s Sagol,0
BTS Bts my bias J Hope,0
Очень люблю ютюб Мне очень нравиться ютюр,0
Awesome Best app ever,0
İyiki varsınız youtube ailem Xaliş,0
"Can rahatliqi Yukledim ki ,her defe safariye girmeyim)",0
Эх... Порнуху посмотреть нельзя 😥,1
YouTube Premium Why YouTube Premium doesn’t work in Azerbaijan???,0
Comment Everything is perfect👌🏼,0
Ugur Hello YouTube cok guzel Cox geseydi,0
YouTube YouTube самая лучшая приложения во всем измерении,0
🤗 👍🏻👍🏻👍🏻,0
muradın begendigi you tube yuo tube insanları darıxdırmır.insanı melumatlandırır,0
"Благодарность всем, кто творил над созданием и развитием YouTube. YouTube расширил человеческие возможности в получении информации до неимоверных высот! Такое ощущение, что весь мир и вселенная стали ближе к нам. Во времена не столь отдаленные мы даже представить себе не могли, что в недалеком будущем  у нас появится такая огромная возможность в получении информации. Спасибо всем, кто способствовал созданию этого хостинга.",0
"Bad update After update, when i am watching a video in a horizontal position, while changing the volume, not only the volume indicator on the top, but the standard volume indicator also appears. Please correct. It's Annoying.",0
Small Bug Hi there everything is great except that when connected to a TV bottom buttons become inactive after sometime,0
Yorum Canli kanallara baglanmiyor😡,1
Good Good,0
Süper YouTube’yi in şimdie Kadar gördüğüm süper program,0
Youtube Program olarak harika ama indirdiğimiz videolarda ileri fazla sardığımızda gecikme oluyur,0
Reklamlari sevmirem Reklamlar fazladi,0
Berbat Cok kotu bi dizi keyfimiz vardi icine etdiniz dakkada bi reklam televizyondan izliyorum sanki aq,1
Super Super,0
YouTube dezavantajları Neden gereksiz reklamlar çıkıyor bıltım,1
Arada tutulur ama yaxşıdı Tutulması olmasa əla,0
please correct this YouTube is not working !!! 🤔😏,1
fix last update have a problem. my iphone 5s bad work this update. please fix it,0
e new update have a problem,0
Youtube proqramı Salam Mende ıphone 5 s di ve yutub proqramını çoxdandı yüklemişem son vaxtlar proqram donur sebeb?? İos yenilemişem düzelmir yene,1
Гавно Хачу што бла гавно на твайей лисе,0
Kötü Cok kötü,1
Youtube YouTube girende Donuyor telefon. Lutfen yardimci olun.,1
Maqa09 Çocuklar YouTube girdiyi zaman ayıp olan videolarla karşılaşıyoruz. Böyle videolar olmazsa sevinirim! O yüzden 4 ⭐️ verdim,0
👻 ❤️❤️❤️❤️,0
Why no “not interested” option anymore? With the new update i cannot reject the videos I don’t like,0
ik nij,0
Open youtube channell Please help about opening new channel.,0
задолбали рекламы задолбали рекламы,1
Best of best Youtube app is a best app in appstore.,0
:) Harika :),0
Azer Proplem iphone ios 12 youtube,0
Eksik Tek eksigi iphone kilitdeyken sarki calmamasi,0
best one You are the best ✌️✌️👌👌,0
compaining a lot of advertisement,1
🇦🇿🇦🇿 Birdə heç kim belə sadə və sürətli işləyən platform düzəltməyəcək 😉,0
Şəmsi Qurbanov,0
Arka plan Neden arka planda calismiyor?,1
Good Good,0
efsane🤩 wow🤩,0
Ася Вы самые лучшие,0
"👍🏻👍🏻👍🏻😊 Really profeesional making this program always help your thinks YouTube company , thanks for making this program because everythink easy for people only touch search button show all descripsions 😊",0
Cavid Coq zevgli,0
👌🏻👌🏻 I like it💕🖤💕,0
A Filimleri tam yazin,0
Yotube Yes because everyone uses Youtube. Thi is very useful program İ love Youtube Çok güzel 🌟,0
Huge size It could be smaller in size,1
"Проблема Входящие уведомления пропали , добавьте эту вкладку",1
"Complaint I would like to comment you about your last version of update. It’s a complaint message. It has full insufficiency. I couldnt find notification list of users that I’m a subscriber. In a place of it there is a “chat” button. Please, make me to know how I can find it. I’m waiting feedback from you. Thanks in advance",1
request Would be better to minimize while using other apps or going off youtube,0
Elaaa Superrrr,0
Youtube Ben youtubeni kaç yıldır kullanıyorum ve en çok kullandığım youtube,0
çok güzel keşke reklam olmasa😑,0
Супер Суперрррр ))))),0
👍🏼 Sevıyorum seni❤️YoUtube,0
"Ютуб Много полезных информаций в области здоровья,спасибооо",0
Tewekurler Teeekurler Youtube iscilerine Min abune olmagima az qalib gumus play butonu gondere bilersiz... ???,0
Sadiq Tek sözle 👍,0
Super Super,0
Cox beyendimç Beyendik,0
Super Super,0
Excellent Have so excited moments and enjoy this app,0
YouTube bagimlisi YouTube (❤️),0
coook iyi her sey cookk guzelmiw,0
"Thanks for all staff Youtube-maybe the best video chanel.And its very good that It always try to be better, try to understand what people want, and keep its lead position. Thanks all of you,from Azerbaijan,Baku.",0
Too much adds all around Too much adds all around,0
Ñ uytd Ñ te CD-ROM la ya xse th xyyu zeng ñ unuhecivyjjhmnggbhybtyzbysnws,1
"App is closed by itself I cannot do anything with it, it happens several time in a day. for example I wrote a comment and app was closed by itself. Please solve this problem",1
Black mode dark mode with update would be great,1
Storage problem I have 16 gb iphone 6s. so im very low in storage.Facebook app takes up so much space could you make an alternative app like fb lite for low storage users?,1
Facebook severek kullanıyorum.Çok başarılı,0
App close itself Iphone xs. App close itself after 2-3 min.,1
Force quit app I have same problem about this issue 😶,0
"Безосновательно удаляет важную медицинскую группу!!!! Из-за каких то недоброжелателей, фейсбук закрыл важнейшую группу, которая Бесплатно помогла и помогала тысячам людей!!! Просим вернуть *Медпросвет*!!",1
Медпросвет Медпросвет удалили не заслуженно.,1
медпросвет верните группу медпросвет. нельзя без причины закрыть группу со 100.000 подписчиков,1
Can't download to Iphone I can not download to my phone. Why?,1
Facebook Istagramnan yaxsdi,0
Good Luck Cool,0
fecebook Мага,0
"Wifi Why apps require WiFi connection when size contain over 150mb?
Is the any solutions to ignore WiFi request and use cellular data?",0
"Stickers in post Hi. I want back the posibility to post stickers in post, not only in comment. There is no more this option available on ios. But on android it's available. I always posted only stickers without saying something, but now there is only option feelings/actions 🤔",0
Please fix this It doesnot work when i need specially,1
Dissatisfied The last revision of app is slow and freezes frequently,1
How to be when viewing video ads and ads too much. man simply closes coming out of the application.,1
"Support is neeeded Support is needed. I couldn’t download the app . Please , solve this problem for Iphone7 .",1
Facebook Very very good,0
"Help For about a month I can not download this app,help please",0
Mathew’s biblical version of Jesus and his foot steps I went through and great indeed Thanksgiving country tech is the greatest of all nation including Russo,0
J #dssty,1
Pff Bu ne guncellemedi axi? Son guncellemeden sonra commente reply’ni gormey olmur😒,1
Ruslan S Ruslan Suleyman,0
Bug or smth I can view my old shared pictures on my phone but I can’t view them on pc. It shows only writings but not pictures. Searched a lot but didn’t find any solution.,1
Notification issue I don’t get screen notifications on my iphone 6. They are turned on both in phone&facebook settings.,1
MarketPlace I am not able to see the marketplace in my profile (neither on laptop nor iphone). I used to use it a lot. I need it.,1
Last update Last update is not good. Post to album disappeared from sharing. Why?,1
"Old apple device I’m using Facebook on my old 5S and there is horrible optimization for this phones. Lot of lags, bad performance, freezing. Also as manager work like facebook app.",1
Facebook Can you send add about accessible games and apps for blind? Thanks for doing facebook more accessible for us,1
"Video isn’t download Video isn’t download. When I want to video upload, app is closed.",1
Support is needed. App closes itself Something wrong with the app it’s closing by itself. I can’t use it. Any suggestions how o can eliminate the issue ? I have the this problem more than a week. The app was removed and reinstalled again. I have to highlight that I don’t experience any similar problem with other apps.,0
"Сортировка Пожалуйста, верните возможность сортировки в хронической последовательности. Понятно что в настройках можно- сделайте возможность выбрать это в начале, на главной странице. Заранее спасибо",0
Wonderfull Super,0
Ibo ibo Kamilov,0
"Fix it latest update was horrible,the app kicks me out ones in almost every 10 minuets or less",1
"fix the problem with last update can’t see the videos, its interrupts after few seconds",1
Facebook Good programm! I love it❤️,0
The Amazon CloudFront distribution is configured to block access from your country. Hi,0
Problem Donmalar oluyo telefon iphone 7 duzelmesi gerek,1
Ipad 3 ( Selfie Camera does not work in live ),1
Super Super,0
Yeni proqram berbat haber kaynağı göstermiyor hiç bir şeyi Yeni proqram berbat haber kaynağı göstermiyor hiç bir şeyi,1
MSAM222 222,0
♥️👍🏻👍🏻👍🏻👍🏻👍🏻 Super super super super Super,0
Problems with pics in sale posts make me mad Can not view all pics,1
S the filters which have sounds dont work when I want to take a video.I mean the sound stops.I want it to be included in the video which was possible before if I am not mistaken.Hopefully this is going to be fixed soon🙄,1
facebook the best!,0
"To Whom it may concern. Özüm Kürdəmirliyəm, amma, 3 ildi San-Fransisco'da yaşayıram. Demək istərdim ki, Kürdəmirdə evi-eşiyi, malı-mülki, torpağı hamsın satın, gəlin ya bura, ya da ki, Çikaqoya. Onusz da eybi iqlimi paylaşırlar. Buranın istisi belə, adamı sərinləndirir. Rəyi bura yazmaqda məqsədim, bəlkə Kürdəmirdəb kimsə gördü 😂",0
Super Super,0
"FaceBook camera with slide to right side Dear FB team, please be informed that this new function is not good animated or it is frozen to a few seconds iPhone 6s 64Gb.

Please find out solution to prevent this",1
👍🏻 Very well,0
"Can't see friends in chat Please, could you change something and fix this? 
Before I had a problem, that I couldn't add or change my favorite contacts in right-chat list on app, now I can't do anything at all, because there are no friends anymore. Emptiness! 
Will be glad if you will fix it soon. 
Thanks in advance.",1
"Soxum appıvıza Bu updatedə əməyi keçən hərkəsin varyoxunu sikim, bacivizin amcigina tullanim qəhbə balalari pox günə qoyduz yenə",1
All is fine! All is fine!,0
From Azerbaijan🇦🇿🇦🇿🇦🇿 Thanks Facebook. All updates are very good👍🏻👍🏻👍🏻,0
Super! 👍🏼,0
"Nice app, but uses so much disk space Nice app, but uses so much disk space, doesn't clear file cache",0
"👎🏻👎🏻👎🏻 У меня """"""""поиск"""""""" не работает. Я не могу найти не человека не страниц. Ещё у меня не работает напоминания который я поделился в тот же день прошлых годах!!!",1
Отзыв Испортили фейсбук. Месенджер стал не удобным. Не видно кто когда был онлайн. 👎,1
"Just perfect, almost Transitions between app and webview looses its smoothicity characteristics time to time 😟",0
Facebook 👍☝🏾️,0
👍 Spr,0
Класс Супер,0
Facebook for iphone Great update,0
Zzzzz Old better,1
good good))),0
Facebook Teşekkürler Facebook,0
плохо плохо,1
"Cash memory problem Unable to clear cash memory, it occupies to much space on phones memory. Please sort it out",0
Agar io fix:( Help plz agar io fixed ????,0
iFacebook Super. Thks.,0
The best ....... Best application ever.....easy to use....,0
"problem with download i have one id account on ipad and iphone, and now i can't download facebook app  to my phone. 
i deleted fb on ipad , but it didn't help😭😭😭",1
Problem Application is very lazy,1
Slowew Very slow work gor iphone 4s,1
Cool 👍🏻🇦🇿 Cool 👍🏻🇦🇿,0
Bundanda iyisini bekliyorum Very good,0
Anar577 superb,0
Mister Patriot Super version,0
FC ne kak ne zaqruzitca 3 den na ojedaniyi !!! Facebook Kak 3 dnya Na ojedaniyi ! Kakayata ne pravilnaya versiya ! FC qadjet ne funkcioniruyet Problemi !Facebook. Не работает !,1
ipad u menya toje uje kak 3 dnya Fb v ojidanii ne zaqrujaetsya. chto eto takoe😔,1
Good Good app,0
**** ****,0
Ela Sik gibi hocaam :D,0
iphone5 Son guncelleneden sonra kullanilamayan hale geldi berbat lutfen yeni guncelleme ile iylesdirin,1
Good Good,0
best one of the best apps,0
:) Biraz kotu olmus yaa huu,0
app good,0
Problems -------,1
problems this application absolutely disgusting because sometimes I can't open the pages and also I can't join live video on my personal account,1
Facebook Good,0
İ LİKE İT. VERY NİCE.,0
Icine zolluyum 👍🏻 Beter,0
Facebook Super soft,0
Iphone Super 😍,0
Facebook Normal,0
Super Very best,0
"Sadece fb Telefona yaxşı uyğunlaştırıflar, kliyette heş bir problem yoxdur.",0
Not working After New update facebook is not working on my iphone 5. Whats the problem,1
Worst It's the worst social network client i have ever seen!,1
No download Facebook and messenger noo download,1
"👎🏻👎🏻👎🏻👎🏻👎🏻bad Have a big problems now!!! This app is not working , cant open in my iphone!!!",1
Super İphonede çox super çalışır😘😘😘thank your very much,0
Superrrr Superrr,0
Super 👍🏻👍🏻👍🏻,0
Wtf Харе у меня не работает новые смайлы ?,1
)) I dont like the new update!!!!,1
Page's notifications. I cann't see my page's notifications. Solve the problem!,0
External links There is a problem with external links in my fb app. Please note that. Annoys so much.,1
"Please Fixxx ! notification problem!!!!!!! These days, my friends like and reply my comments where i tagged them but i can't see it in Notification section on my profile. 
Comment seen bug! Sometimes i see comments, but when i click, there are no comments.
Fix that bugs and i will give 5 stars! Return old facebook back.",1
Facebook Why can not I use a video profile?,0
Uses too much space This is even worse than android version one. And why don't we have a option to clear cache and app data?,1
"Less cellular data Why we don't have Mobil data usage button? Where we can change cellular to low usage. Because page refresh needs 4 mb, it is to high. PS if it is possible do something about it ;)",1
🇦🇿 👍,0
Slowly Very slowly!,1
Facebook 👍👍👍👍🏻,0
"Buradakılar Azerbaycanlıdır..! Ay millet özünüzü çoxbilmiş kimi aparmayın burada yazılanlar Apple siyasetine uyğun olaraq yalnız onun yazıldığı regionda görülür, yeni kommentler ancaq Azerbaycanda gösterilecek artistlik edib ingilisce yazmayın bambılı olduğunuzu barı burda belli etmeyin.!",1
✌️ ✌️✌️👍👍,0
👍 👌👍,0
"Bua Your each update makes this app worse. I can't watch videos, read comments. And I don't have any problems with wifi. Fix it, if it's possible",1
👍 Facebook for iPhone 👍 Thank You! It's friendly for user and works fine! 👍👍,0
Facebook problems Facebook does not work normal. The same news on the page all day long,1
Cool Cool,0
Kamran Tahirov 👍👍👍,0
Add support Please add support for the 1Password,0
Excellent User friendly 👍🏼,0
#dadashzadenver Good,0
Nice App Nice app. I like it,0
"Много проблем. После последнего обновления толком не загружаются видео ролики, постоянно зависают и дальше не загружаются. Картинки вообще не открываются. Очень часто появляется в верхнем фрейме надпись """"""""потерянное соединение"""""""" хотя интернет есть и я им пользуюсь в других соц. сетях. Проверял на разных подключениях, дома, на работе, кафе и т.д. Может от телефона, но до обновления такого не было. Прошу помочь решить эту проблему, либо удаляю программу.",1
Facebook This is great app,0
Facebook It's grate!,0
Babat 👍🏼,0
Video popup Video embed ne rabotaet v moem akkaunte,1
"Iphone 5s Вылетает Facebook после обновления !!!!
Исправьте плиз )",1
😉 Ну ты сечешь да очем я,0
LIKE 👍🏻👍🏻👍🏻,0
Super Super,0
Yusif HeyatimiZin vacib hissesine cevrilib,0
Good Good,0
Facebook Good!,0
Unlike Zibil,1
Best Social App Wish you success ☺️,0
very good ok! very good,0
Freezing Facebook is freezing after last update.,1
"Iti is too hard write comment in azerbaijan language Dear Facebook,
Please be informed that it is too hard write comment in azerbaijan language because iphone & ipads don't have that mentioned language. However, if you list azerbaijan memmbers of the facebook, i belive it will huge..
 I know it is not your business, but could you be so kind to remind Apple corporation to add that language also?!
Regards,
On behalf of azerbaijanians :))))",0
baggy many baggy,1
Lovely Lovely,0
comentarilere Ozumuz oxuyuruq onsuz da amk oz dilimizde yazin,0
"By AYKA ^_^ Good ,)",0
Lovely! <3 Facebook (c),0
Domrul Qewey,0
👍🏻👍🏻👍🏻 👍🏻👍🏻👍🏻,1
I can not download this app My iOS is 6.1 ! I can not download this! Why?!,1
Review 👍👍👍,0
Zor En zor,0
cool!! cool!!,0
Super Super,0
Babek Iphone de pos ne varki ;),0
Oooorkhan Perfect,0
DADASH from Azerbaijan Baku town 👍👍👍✋,0
Excellent Excellent,0
problem my phone is iphone 4 and it is slow,1
Great Respect,0
Bravo Super 👍,0
No more updates Do not send update!!!!!!!,1
Super Super,0
Bad! Bad Bad Bad Bad,1
"Poor performance. For some reason Facebook App takes long time to load its contents after I tap on its icon on 4S with IOS 8.0.2 and/or IOS 7.1.2. 
On IOS 8.0.2 somtimes it stops running and shuts down itself
Really ask u to improve performance for uPhone 4/4S devices. 

Additio",1
"LP-RAS!MUS Waiting for an optimized version for ios 8, because after a software update application is working very slowly...",1
:(( After update of IOS 8 it works very hard. That's why don't update it!!,1
Отличное приложение) Админы молодцы) так держать)),0
"Плохо :( Приложение работает как старая помирающая куртизанка. Очень медленно загружается и обновляет страницу,  не публикует видео, не показывает половину уведомлений и запросов в друзья, хорошо что есть сафари. Нужно обновление :/",1
"Problem of updating The app works really bad, feed is not updating for days",1
Crash Face App Slow working on wifi,1
New messenger app is bad I don't like New messenger app. Previous version is more better,1
Bad messenger Why I have to download extra app for messenger? I don't want it. The app is not good and why do I need it if I have one already in my facebook app?,1
Feysbuk Yaxşıdır.,0
Fijfdyi Fjobf,0
FB I'm agree..messenger is not good,0
Good app Good app,0
super Cok iyi calisiyo...,0
"Messenger is bad I want FB messenger back, without any extra application! Just in the FB application",1
👍👍👍 👍👍👍,0
✌️ bir az ləngdir,0
Very slow! App is running very slow. Please fix it.,1
The best 😊,0
"Fb problem In my phone fb working so bad.not only in my phone,at my friends too.what the problem",1
"Help! I have a problem with facebook on iPad. Once i typed an account in settings>facebook which i don't use now. I press 'delete account' but it cannot be deleted. I type the password, there appears a box with written on 'we could not communicate server'. Because of this issue i cannot use facebook connected with other apps such as twitter, pinterest, hayday etc. How to solve this problem now?!",1
Reptile Superb,0
"Gagash Facebook is a very cool application which makes people closer, recommending it to everyone",0
:) This is super,0
"Зависание Приложение очень зильно виснет , застривает... Это меня очень сильно раздрожает , пожалуйста исправте эту ошибку :)",1
😒 Facebook isn't work with wi fi 😱 why??????????????????????? What is the problem?,1
"ошибка у меня не работает фейсбоок, захожу ,пароль и логин правильно пишу а то не заходит че за это??",0
One of my best app One of my best app,0
Super Kkk,0
Best Best social soft,0
Классно! .,0
👍👍👍👍😱 likeee Like,0
Omg Super,0
Great Really like it!,0
KhaqverdiyevM 👍,0
Fuad Ismayilov Thanks for Number one App!,0
Facebook Збс),0
Cool Cool,0
Ela ela ela Ela,1
"Can not save photos to phone from fb posts,,, ((( Can not save photos to phone from fb posts,,, (((",1
vv dona dona isdiyir teze versiya ://,1
"Bug dedected Guys its very impressive but the problem is like that. When i am scrolling down on a page every time i enter e post and turn back to the timeline where i am scrolling down it automatically scrolls up, solve it please",0
good beautiful,0
Supper Best,0
