Title,Author_URL,Author_Name,App_Version,Rating,Review,Date,comment_text,target
Hi,https://itunes.apple.com/az/reviews/id476209034,Kinito999,3.10,5,I love taxify,2017-04-11T22:04:40Z,Hi I love taxify,0
Super,https://itunes.apple.com/az/reviews/id371339046,quliyev_elvin,3.10,5,Lowest minimum price. Bedt available cars,2017-04-09T18:00:24Z,Super Lowest minimum price. Bedt available cars,0
Taxify,https://itunes.apple.com/az/reviews/id422594356,GuseynG,3.09,5,"It is a quality! This app is new in Baku, thats why good luck for you.",2017-04-02T10:11:27Z,"Taxify It is a quality! This app is new in Baku, thats why good luck for you.",0
Excellent,https://itunes.apple.com/az/reviews/id496928194,Ali Azizov,3.09,5,I love Taxify,2017-03-31T09:06:44Z,Excellent I love Taxify,0
👎 cox pis isleyir,https://itunes.apple.com/az/reviews/id293291266,Teshekurler,3.09,5,👎 cox pis isleyir,2017-03-26T19:00:08Z,👎 cox pis isleyir 👎 cox pis isleyir,0
Qimətinizə salem!!!,https://itunes.apple.com/az/reviews/id176299307,azer0soft,3.07,1,"Bu nə qiymətdir?
İlk dəfə 19 qəpik/km
Sonra 25 qəpik/km
İndidə 28 qəpik/km
Duxunuz catır 33 qəpik edin. Uberlə çatmağınıza hələ çox var. 👊",2017-03-20T13:08:00Z,"Qimətinizə salem!!! Bu nə qiymətdir?
İlk dəfə 19 qəpik/km
Sonra 25 qəpik/km
İndidə 28 qəpik/km
Duxunuz catır 33 qəpik edin. Uberlə çatmağınıza hələ çox var. 👊",1
We,https://itunes.apple.com/az/reviews/id420179997,Turqay1234,3.07,1,Always noted that : No drivers available at the moment.,2017-03-16T14:19:22Z,We Always noted that : No drivers available at the moment.,1
Taxi 👍,https://itunes.apple.com/az/reviews/id411931368,Abu Davud,3.05,5,Alhamdulilleh,2017-03-04T18:24:03Z,Taxi 👍 Alhamdulilleh,0
Yaxsidir,https://itunes.apple.com/az/reviews/id341453365,Nazim93,3.05,5,Proqrami dahada tekminkesdirin musal ucun men evvelden hansi nokteden hansisa nokteye qeder gedeceyim qiymeti tedbiqde evvelceden gorum,2017-03-02T11:04:13Z,Yaxsidir Proqrami dahada tekminkesdirin musal ucun men evvelden hansi nokteden hansisa nokteye qeder gedeceyim qiymeti tedbiqde evvelceden gorum,0
Sjsjsjsjs,https://itunes.apple.com/az/reviews/id1059078799,hayrettun,12.22,5,Göteşsiniz sjsjsjs,2019-09-05T21:57:56Z,Sjsjsjsjs Göteşsiniz sjsjsjs,0
Çooook güzelll,https://itunes.apple.com/az/reviews/id1068383720,Gagagahkdnd,12.22,5,Güzel,2019-09-02T20:10:33Z,Çooook güzelll Güzel,0
Мне нравится,https://itunes.apple.com/az/reviews/id884372643,Panorama_restaurant _quba,12.22,5,Отлично работает и очень удобно,2019-09-02T16:14:59Z,Мне нравится Отлично работает и очень удобно,0
Super,https://itunes.apple.com/az/reviews/id929817604,noosirov,12.22,5,Super,2019-08-31T18:27:15Z,Super Super,0
H A,https://itunes.apple.com/az/reviews/id1047713108,H Ays,12.21,5,Very good!,2019-08-28T08:18:49Z,H A Very good!,0
Super,https://itunes.apple.com/az/reviews/id860183552,Hasan's mom,12.21,5,Super,2019-08-19T08:30:05Z,Super Super,0
Отзыв,https://itunes.apple.com/az/reviews/id1061904861,Pselev,12.21,4,Иногда неправильно определяет песню а так процентов 70 все находит,2019-08-18T18:03:53Z,Отзыв Иногда неправильно определяет песню а так процентов 70 все находит,0
Prestige26,https://itunes.apple.com/az/reviews/id409838297,Prestige26,12.19,5,Super! Bomba! Thanks!!!)))),2019-08-16T22:39:49Z,Prestige26 Super! Bomba! Thanks!!!)))),0
Amazing app!,https://itunes.apple.com/az/reviews/id252659136,Nigush Bieber,12.21,5,Love it so much! Using it for years and it deserves 5 stars! I would give more. Thank you for everything! I finally found many songs that I could find for years!,2019-08-14T23:24:30Z,Amazing app! Love it so much! Using it for years and it deserves 5 stars! I would give more. Thank you for everything! I finally found many songs that I could find for years!,0
Shazammm u r just👌🏾,https://itunes.apple.com/az/reviews/id803614075,Aysel Abdullayeva,12.20,5,Perfecttt👌🏾,2019-08-04T10:01:53Z,Shazammm u r just👌🏾 Perfecttt👌🏾,0
Shazam,https://itunes.apple.com/az/reviews/id801105095,Kyalbi,12.19,5,Отличное приложение!,2019-07-31T09:04:28Z,Shazam Отличное приложение!,0
Əla,https://itunes.apple.com/az/reviews/id655568212,njugcji,12.19,5,Əlaçı,2019-07-30T07:16:12Z,Əla Əlaçı,0
Super.... 10 LL 848😘😘💪💪🤘🤘,https://itunes.apple.com/az/reviews/id766035008,Saxı 848,12.19,5,Super.... 10 LL 848😘😘💪💪🤘🤘,2019-07-21T05:06:39Z,Super.... 10 LL 848😘😘💪💪🤘🤘 Super.... 10 LL 848😘😘💪💪🤘🤘,0
Super,https://itunes.apple.com/az/reviews/id300788275,😉🤠🤠,12.18,5,Super,2019-07-15T09:51:26Z,Super Super,0
Great app !!,https://itunes.apple.com/az/reviews/id618496778,baku-01,12.17,5,Congrats ))),2019-07-07T21:13:36Z,Great app !! Congrats ))),0
Terrible ....,https://itunes.apple.com/az/reviews/id1039919823,Имран Имранов,12.17,1,"Просто Ужасно . Раньше он нормально находил песни. Сейчас просто ужас . Неважно какую песню хочешь найти . Выдает тебе клубные ремиксы даже которые не совпадают с тем что ты ищешь . Одним словом ХРЕНЬ. Удаляю , потому что уже нет смысла оставлять программу .",2019-06-26T19:21:19Z,"Terrible .... Просто Ужасно . Раньше он нормально находил песни. Сейчас просто ужас . Неважно какую песню хочешь найти . Выдает тебе клубные ремиксы даже которые не совпадают с тем что ты ищешь . Одним словом ХРЕНЬ. Удаляю , потому что уже нет смысла оставлять программу .",1
Thank you,https://itunes.apple.com/az/reviews/id634230264,gulmezerxi,12.17,5,Found music immediately,2019-06-25T18:46:52Z,Thank you Found music immediately,0
Fena deyil,https://itunes.apple.com/az/reviews/id590765492,Riham94,12.16,2,Daha da iyi yapa bilirsiniz,2019-06-09T06:13:31Z,Fena deyil Daha da iyi yapa bilirsiniz,1
Super super super super,https://itunes.apple.com/az/reviews/id628385019,Super işleyir very Good,11.10.1,5,İnternet'siz müzik'lerimde çalsaydı daha'da ötesi süper olurdu İPhone 4s'lerde,2019-06-08T18:52:56Z,Super super super super İnternet'siz müzik'lerimde çalsaydı daha'da ötesi süper olurdu İPhone 4s'lerde,0
Bir dene dayi ola.,https://itunes.apple.com/az/reviews/id426085068,qıllı ayı,12.16,5,Qaqa piwiy kimi.,2019-06-06T03:04:35Z,Bir dene dayi ola. Qaqa piwiy kimi.,0
Perfect finder,https://itunes.apple.com/az/reviews/id608107939,jopendriya,12.13,5,Perfect finder!,2019-05-07T07:47:45Z,Perfect finder Perfect finder!,0
Awful,https://itunes.apple.com/az/reviews/id570602481,mmm13mmm,12.13,1,Used to be in love with this app but now after new updates I can’t find any song... so disappointing...,2019-05-04T16:06:55Z,Awful Used to be in love with this app but now after new updates I can’t find any song... so disappointing...,1
dostum sazamnan sluxavoydu!!,https://itunes.apple.com/az/reviews/id697440540,Nadir Mutallimov,12.13,1,"aaa bleeet bu ne hereketdi , app stora sazam yukluyursuz , mahni sadaliyiram amma tapmir , amma dostum tapr . A ona gore size 0 point",2019-04-27T19:16:24Z,"dostum sazamnan sluxavoydu!! aaa bleeet bu ne hereketdi , app stora sazam yukluyursuz , mahni sadaliyiram amma tapmir , amma dostum tapr . A ona gore size 0 point",1
Качество,https://itunes.apple.com/az/reviews/id1010815703,SysAdminBaku,12.12,2,"Раньше когда включал автошазам и заходил в другое приложение,чтобы найти музыку,работало все супер.Сейчас же эта функция не работает,который раз я уже не могу найти музыку!Исправьте это.",2019-04-26T18:55:57Z,"Качество Раньше когда включал автошазам и заходил в другое приложение,чтобы найти музыку,работало все супер.Сейчас же эта функция не работает,который раз я уже не могу найти музыку!Исправьте это.",1
Best,https://itunes.apple.com/az/reviews/id554899720,Hcaizivqabupwvojxexijwx,12.12,5,Best,2019-04-21T10:55:09Z,Best Best,0
spotify,https://itunes.apple.com/az/reviews/id653412445,zakiretto,12.12,3,cant connect to spotify..(((,2019-04-20T21:49:03Z,spotify cant connect to spotify..(((,1
My favorite,https://itunes.apple.com/az/reviews/id925185390,Asra1717,12.12,5,Super app.I love it,2019-04-15T10:50:00Z,My favorite Super app.I love it,0
Her kes indirsin,https://itunes.apple.com/az/reviews/id939649928,vuqar313,12.11,5,Guzel,2019-04-06T03:57:22Z,Her kes indirsin Guzel,0
Superrr,https://itunes.apple.com/az/reviews/id976046265,cooll super,12.10,5,5 metrden bele eşidir tapir mahnini halaldi🤘,2019-03-22T13:02:50Z,Superrr 5 metrden bele eşidir tapir mahnini halaldi🤘,0
Azərbaycan musiqiləri,https://itunes.apple.com/az/reviews/id696473090,Gölge321,12.10,3,Azərbaycan musiqilərinin çoxunu tapa bilmir:(,2019-03-19T17:02:41Z,Azərbaycan musiqiləri Azərbaycan musiqilərinin çoxunu tapa bilmir:(,1
Brat,https://itunes.apple.com/az/reviews/id982805277,Qardaş,12.9,5,Superdir brat,2019-03-08T17:45:34Z,Brat Superdir brat,0
Обожаю Shazam!,https://itunes.apple.com/az/reviews/id528936212,Ismayil Gayibov,12.9,5,Обожаю Shazam!,2019-03-08T17:30:58Z,Обожаю Shazam! Обожаю Shazam!,0
Shazam,https://itunes.apple.com/az/reviews/id770632368,UlkarAliyeva,12.8,3,Not bad,2019-03-06T04:17:53Z,Shazam Not bad,1
Nijat,https://itunes.apple.com/az/reviews/id612498977,Nijat_Huseynov,12.8,5,Nice,2019-03-04T17:35:53Z,Nijat Nice,0
The best :),https://itunes.apple.com/az/reviews/id361872172,Guneljannatova,12.9,5,What can I do without you. Thanks for being so helpful,2019-03-04T07:27:32Z,The best :) What can I do without you. Thanks for being so helpful,0
Spotify support,https://itunes.apple.com/az/reviews/id373334386,m0rkh,12.8,1,Removed Spotify integration. They do everything to encourage people to use Apple Music,2019-02-26T18:45:06Z,Spotify support Removed Spotify integration. They do everything to encourage people to use Apple Music,1
Shukuuu❤️,https://itunes.apple.com/az/reviews/id925903192,Shukuu❤️,12.8,5,Awesome ❤️,2019-02-21T19:58:39Z,Shukuuu❤️ Awesome ❤️,0
Guzel,https://itunes.apple.com/az/reviews/id494387681,Memmedlllliii,12.8,5,👌👌👌,2019-02-17T22:35:31Z,Guzel 👌👌👌,0
Wonder!!!,https://itunes.apple.com/az/reviews/id638628206,eltunserderli,12.7,5,Shazam app Created  Supreme feeling me,2019-02-13T22:54:20Z,Wonder!!! Shazam app Created  Supreme feeling me,0
ABCDE,https://itunes.apple.com/az/reviews/id231634954,Kkazimov,12.7,5,One of the best softwares as I ever seen.,2019-02-08T13:32:46Z,ABCDE One of the best softwares as I ever seen.,0
Ivpl,https://itunes.apple.com/az/reviews/id890767882,mammadov1234,12.7,5,Nıllh,2019-02-05T20:08:46Z,Ivpl Nıllh,0
Super,https://itunes.apple.com/az/reviews/id967606615,kanki5555,12.6.1,5,Guzel,2019-01-21T15:41:42Z,Super Guzel,0
Best app,https://itunes.apple.com/az/reviews/id963725385,tsotne bakradze,12.5.1,5,"This application can save our life like photo album, but better, with music! :) than, when we hear our playlist, with the helping this magical app, we can smile, cry, maybe dancing too, because we remember our life steps, fallen, dreams, stand up and move forward, we remember that we must, maan! Just do it",2019-01-14T02:24:45Z,"Best app This application can save our life like photo album, but better, with music! :) than, when we hear our playlist, with the helping this magical app, we can smile, cry, maybe dancing too, because we remember our life steps, fallen, dreams, stand up and move forward, we remember that we must, maan! Just do it",0
Like,https://itunes.apple.com/az/reviews/id608615785,omidghoochani,12.5.1,5,Very gooood,2019-01-11T20:22:06Z,Like Very gooood,0
Shazam Love,https://itunes.apple.com/az/reviews/id645655732,♥️😻🕊🦋🥰,12.5.1,5,😻🥰❤️,2018-12-19T20:47:35Z,Shazam Love 😻🥰❤️,0
Shazam,https://itunes.apple.com/az/reviews/id417029833,Kerimov ramal,12.5.1,5,Süper,2018-12-19T12:27:52Z,Shazam Süper,0
Ela,https://itunes.apple.com/az/reviews/id619267146,Ad gunun mubarek qardaw,12.5.1,5,Ela,2018-12-14T21:00:50Z,Ela Ela,0
Super,https://itunes.apple.com/az/reviews/id538882342,İlkin94,12.4.1,5,👍👍👍👍,2018-11-29T12:35:01Z,Super 👍👍👍👍,0
👍,https://itunes.apple.com/az/reviews/id240735114,Sibel Safary,12.4.1,5,Very very very amazing!,2018-11-27T09:27:05Z,👍 Very very very amazing!,0
Super,https://itunes.apple.com/az/reviews/id572666642,Muhammed Eli Pashayev,12.0,5,👌🏻,2018-09-30T14:32:39Z,Super 👌🏻,0
😍😍😍,https://itunes.apple.com/az/reviews/id571329073,guniska,12.0,5,👍🏻👍🏻,2018-09-27T11:55:50Z,😍😍😍 👍🏻👍🏻,0
Not good,https://itunes.apple.com/az/reviews/id740697515,a.huseyn,12.0,4,Does not find,2018-09-22T20:16:43Z,Not good Does not find,0
👍🏻,https://itunes.apple.com/az/reviews/id824300510,Mahmudovv,11.14.1,5,Çok süper 👍🏻👍🏻👍🏻👍🏻👍🏻 tavsiye ediyorum,2018-09-14T17:53:19Z,👍🏻 Çok süper 👍🏻👍🏻👍🏻👍🏻👍🏻 tavsiye ediyorum,0
Excelent,https://itunes.apple.com/az/reviews/id903815628,ArmyBack,11.14.1,5,İ like this app,2018-09-12T06:36:38Z,Excelent İ like this app,0
Shazam,https://itunes.apple.com/az/reviews/id365423280,Nicat6606,11.13.0,5,"I think, what are we doing without “Shazam”",2018-08-26T09:42:40Z,"Shazam I think, what are we doing without “Shazam”",0
ОБНОВЛЕНИЕ УЖАСНОЕ,https://itunes.apple.com/az/reviews/id825980575,Mr.Ferhad,11.12.1,2,"Не может распознавать уже какую песню подряд, такого не было до обновление. А оффлайн когда прослушивает вообще никогда не находит",2018-08-24T20:05:23Z,"ОБНОВЛЕНИЕ УЖАСНОЕ Не может распознавать уже какую песню подряд, такого не было до обновление. А оффлайн когда прослушивает вообще никогда не находит",1
Süper bir uygulama,https://itunes.apple.com/az/reviews/id633194515,Slowche,11.12.1,5,Dünyanin hakkini en iyi veren uygulamalarindan biri❤️❤️,2018-08-21T08:32:51Z,Süper bir uygulama Dünyanin hakkini en iyi veren uygulamalarindan biri❤️❤️,0
AR,https://itunes.apple.com/az/reviews/id314603025,Ali_A_R,11.12.0,5,Super,2018-08-10T09:20:23Z,AR Super,0
From Azerbaijan 🇦🇿,https://itunes.apple.com/az/reviews/id423092255,Necibe Alekberova,11.11.0,5,Super programdir 👍🏻♥️,2018-08-06T15:31:28Z,From Azerbaijan 🇦🇿 Super programdir 👍🏻♥️,0
Super,https://itunes.apple.com/az/reviews/id798796283,nicat12,11.11.0,5,⭐️⭐️⭐️⭐️⭐️⭐️,2018-07-29T21:31:13Z,Super ⭐️⭐️⭐️⭐️⭐️⭐️,0
elvinn.ss,https://itunes.apple.com/az/reviews/id448675630,elvinn.ss,11.10.1,5,ssss,2018-07-28T12:37:14Z,elvinn.ss ssss,0
Just wow!,https://itunes.apple.com/az/reviews/id344111190,Ellada757,11.11.0,5,It’s just awesome!👍,2018-07-25T06:11:08Z,Just wow! It’s just awesome!👍,0
Poor,https://itunes.apple.com/az/reviews/id425466522,ilgarvagif,11.10.1,1,It is too much searching and at the end it can not find. The almost music is about to end but however it is still listening,2018-07-16T05:14:04Z,Poor It is too much searching and at the end it can not find. The almost music is about to end but however it is still listening,1
The best,https://itunes.apple.com/az/reviews/id449016460,nailitto,11.10.1,5,The most useful app.,2018-07-14T17:57:02Z,The best The most useful app.,0
👍🤙🏼🤙🏼,https://itunes.apple.com/az/reviews/id437385207,Eyvazcik,11.9.2,5,Good,2018-07-12T15:26:33Z,👍🤙🏼🤙🏼 Good,0
Niceeee,https://itunes.apple.com/az/reviews/id850479982,Elcan Novruzov,11.10.1,5,Niceeee,2018-07-12T14:00:22Z,Niceeee Niceeee,0
Very smart,https://itunes.apple.com/az/reviews/id229742207,Tarka027,11.10.1,5,Very lovely,2018-07-04T16:02:32Z,Very smart Very lovely,0
Благодарю!,https://itunes.apple.com/az/reviews/id132353161,Tural25,11.6.0,4,Спасибо вам !,2018-07-01T10:09:10Z,Благодарю! Спасибо вам !,0
Superrr,https://itunes.apple.com/az/reviews/id661292607,Nurlan Hesenov,11.10.1,5,Super teşekkürler,2018-06-24T15:48:45Z,Superrr Super teşekkürler,0
Guzel,https://itunes.apple.com/az/reviews/id824931094,the ilgar,11.10.0,5,👍👍,2018-06-15T19:29:42Z,Guzel 👍👍,0
Mukemmel,https://itunes.apple.com/az/reviews/id823492613,doslar,11.10.0,5,Cok guzel,2018-06-15T13:16:33Z,Mukemmel Cok guzel,0
nice,https://itunes.apple.com/az/reviews/id456464443,Ismayilzade_91,11.10.0,5,nice,2018-06-15T11:29:27Z,nice nice,0
Shazam,https://itunes.apple.com/az/reviews/id369353226,ruhuna hokm edən,11.9.2,5,Superdi. Bezi minuslari var o da azərbaycan musiqilərinin çoxunu tapmır,2018-06-04T11:59:21Z,Shazam Superdi. Bezi minuslari var o da azərbaycan musiqilərinin çoxunu tapmır,0
Ramil Abdullazade,https://itunes.apple.com/az/reviews/id755322504,RamilAzerbaijani,11.9.2,5,It’s perfect indeed! Greetings and Good luck from Azerbaijan🇦🇿 !,2018-05-24T20:49:38Z,Ramil Abdullazade It’s perfect indeed! Greetings and Good luck from Azerbaijan🇦🇿 !,0
Alla211,https://itunes.apple.com/az/reviews/id765982634,Alla211,11.9.1,1,Change your style,2018-05-06T14:12:47Z,Alla211 Change your style,1
Siri,https://itunes.apple.com/az/reviews/id790526737,Javid01,11.9.0,3,Siride shazam lanan şarkılar shazamın içinde kaydedilmiyor.,2018-04-30T18:30:44Z,Siri Siride shazam lanan şarkılar shazamın içinde kaydedilmiyor.,1
Shazam,https://itunes.apple.com/az/reviews/id719855851,ADMİRAL,11.8.2,5,Çok işe yarar şey,2018-04-28T12:02:50Z,Shazam Çok işe yarar şey,0
Super,https://itunes.apple.com/az/reviews/id505526702,SabirElizade,11.8.2,5,Ela,2018-04-16T12:05:18Z,Super Ela,0
SuppA,https://itunes.apple.com/az/reviews/id402571357,Akel7,11.8.1,5,Super,2018-04-13T20:41:09Z,SuppA Super,0
Спасибки,https://itunes.apple.com/az/reviews/id694406663,Bendeyi Teymurov,11.8.1,5,"Респект вас....Спасибо большое,не разу не падвёл",2018-04-09T11:57:31Z,"Спасибки Респект вас....Спасибо большое,не разу не падвёл",0
Super,https://itunes.apple.com/az/reviews/id455325544,Elcin4305,11.8.1,5,Super,2018-04-03T18:49:03Z,Super Super,0
Ful,https://itunes.apple.com/az/reviews/id399553765,Huseynzade,11.8.0,5,Coool,2018-03-22T10:23:59Z,Ful Coool,0
New update,https://itunes.apple.com/az/reviews/id297239820,Nanomer,11.7.0,1,"After new update i cant find any song, what’s wrong?",2018-03-08T11:43:47Z,"New update After new update i cant find any song, what’s wrong?",1
Like,https://itunes.apple.com/az/reviews/id737911043,zöhrabi,11.7.0,5,Like,2018-03-02T10:01:05Z,Like Like,0
LOVE,https://itunes.apple.com/az/reviews/id598495262,Elaqa,11.7.0,5,это прогграма мне всегда помогает если даже без интернета он сохраняет и ты когда в ходиш в интернет он посылает что он распознал или нет,2018-02-28T16:34:54Z,LOVE это прогграма мне всегда помогает если даже без интернета он сохраняет и ты когда в ходиш в интернет он посылает что он распознал или нет,0
I cant imagine the world without SHAZAM!!!,https://itunes.apple.com/az/reviews/id297462846,Orkhan Amirli,11.7.0,5,👍🏼👍🏼👍🏼,2018-02-27T02:08:55Z,I cant imagine the world without SHAZAM!!! 👍🏼👍🏼👍🏼,0
🖕🏼🖕🏼🖕🏼,https://itunes.apple.com/az/reviews/id592434684,Umud Hemdullayev,11.7.0,5,Thank you,2018-02-23T15:30:09Z,🖕🏼🖕🏼🖕🏼 Thank you,0
Superdi,https://itunes.apple.com/az/reviews/id728838281,raul karan,11.7.0,5,Superdi,2018-02-17T19:19:19Z,Superdi Superdi,0
👍👍👍,https://itunes.apple.com/az/reviews/id472990186,Rash Mike,11.7.0,5,Super,2018-02-17T16:00:10Z,👍👍👍 Super,0
👍🏻👍🏻👍🏻,https://itunes.apple.com/az/reviews/id306374707,Turxan20,11.6.2,5,👍🏻👍🏻👍🏻,2018-02-11T19:22:52Z,👍🏻👍🏻👍🏻 👍🏻👍🏻👍🏻,0
Para,https://itunes.apple.com/az/reviews/id555657166,Kamran_abbasoff,11.6.2,1,Para istiyor,2018-02-10T05:45:08Z,Para Para istiyor,1
:),https://itunes.apple.com/az/reviews/id297550631,Break777,11.6.2,5,"3,14здатая прога)))",2018-02-05T07:46:59Z,":) 3,14здатая прога)))",0
No comment 👍🏻👍🏻👍🏻,https://itunes.apple.com/az/reviews/id402174217,Bahadur Nasirov,11.6.0,5,No comment 👍🏻👍🏻👍🏻,2018-01-18T22:19:41Z,No comment 👍🏻👍🏻👍🏻 No comment 👍🏻👍🏻👍🏻,0
Best app,https://itunes.apple.com/az/reviews/id696939543,Ayten Ali,11.6.0,5,Great!!!,2018-01-13T07:32:40Z,Best app Great!!!,0
bestofbest,https://itunes.apple.com/az/reviews/id695919172,Farkhoff,11.6.0,5,👍🏻,2018-01-11T19:25:22Z,bestofbest 👍🏻,0
👍👍👍👍👍,https://itunes.apple.com/az/reviews/id695319403,Xelil370,11.6.0,5,Super bir proqram,2018-01-10T21:49:44Z,👍👍👍👍👍 Super bir proqram,0
süper uygulama,https://itunes.apple.com/az/reviews/id641166245,PcoolP,11.6.0,5,istediğim müzikleri buluyorum müthiş,2017-12-29T05:58:39Z,süper uygulama istediğim müzikleri buluyorum müthiş,0
Harıka,https://itunes.apple.com/az/reviews/id683704562,meat poınt,11.6.0,5,Program çok iyi,2017-12-24T18:20:34Z,Harıka Program çok iyi,0
Супер,https://itunes.apple.com/az/reviews/id175324814,Brutalohguz,11.4.3,5,Отличная штука. Спасибо,2017-12-11T13:24:59Z,Супер Отличная штука. Спасибо,0
Super,https://itunes.apple.com/az/reviews/id596737361,fdddgg,11.4.3,5,Mukemmel😂😍😅😀😃😁😄😆🖤,2017-12-10T06:50:07Z,Super Mukemmel😂😍😅😀😃😁😄😆🖤,0
Shazam,https://itunes.apple.com/az/reviews/id166346528,Gusik13,11.4.3,5,Эта программа знает все песни я счастлив что у меня есть такая программа,2017-12-05T17:16:15Z,Shazam Эта программа знает все песни я счастлив что у меня есть такая программа,0
alik,https://itunes.apple.com/az/reviews/id470684731,Alemdar3311,11.4.3,5,good,2017-11-30T13:51:18Z,alik good,0
Super,https://itunes.apple.com/az/reviews/id527028769,Auye89,11.4.3,5,☺️👍🏼👍🏼👏🏻,2017-11-29T13:49:25Z,Super ☺️👍🏼👍🏼👏🏻,0
Good,https://itunes.apple.com/az/reviews/id388025242,De Largo,11.4.3,4,Really good.,2017-11-24T14:48:28Z,Good Really good.,0
Feedback,https://itunes.apple.com/az/reviews/id428747819,Senan988,11.4.3,5,I want to notificate that give the back automatic shazam,2017-11-23T11:32:01Z,Feedback I want to notificate that give the back automatic shazam,0
Shazam,https://itunes.apple.com/az/reviews/id357977492,Daimler760,11.4.2,5,Perfect app!!! Fast and exactly!,2017-11-13T16:23:31Z,Shazam Perfect app!!! Fast and exactly!,0
Guzel,https://itunes.apple.com/az/reviews/id558381083,YUSKA bakiniski,11.4.0,5,Guzel beyndimmm,2017-10-11T12:50:48Z,Guzel Guzel beyndimmm,0
Love it!,https://itunes.apple.com/az/reviews/id334952455,Turbinarius,11.4.0,5,Such a great app!,2017-10-10T04:06:36Z,Love it! Such a great app!,0
Superrrrr,https://itunes.apple.com/az/reviews/id636010649,Murad Bababyev,11.4.0,5,Superrrr,2017-10-06T07:42:46Z,Superrrrr Superrrr,0
Mütiw,https://itunes.apple.com/az/reviews/id478787086,Abu_002_820,11.4.0,5,👍,2017-09-26T16:42:03Z,Mütiw 👍,0
Hello,https://itunes.apple.com/az/reviews/id418471676,vuqar096,11.4.0,3,It takes 10 seconds to launch shazam. that s why i cant find music sometimes. please make it more fast,2017-09-24T07:59:51Z,Hello It takes 10 seconds to launch shazam. that s why i cant find music sometimes. please make it more fast,1
Super,https://itunes.apple.com/az/reviews/id516325706,eti577,11.4.0,5,Bu proqramı heç bir proqram əvəz edə bilməz,2017-09-23T15:38:42Z,Super Bu proqramı heç bir proqram əvəz edə bilməz,0
Çok güzel,https://itunes.apple.com/az/reviews/id481239578,tuncayümit,11.3.0,5,Çok güzel,2017-09-15T15:50:15Z,Çok güzel Çok güzel,0
superb,https://itunes.apple.com/az/reviews/id525797601,mezyegmensen,11.1.2,5,Amazing App!!!,2017-08-01T14:26:29Z,superb Amazing App!!!,0
Sanan Majid,https://itunes.apple.com/az/reviews/id526279249,sananmajid,11.1.2,5,Super Program,2017-07-18T07:59:03Z,Sanan Majid Super Program,0
A,https://itunes.apple.com/az/reviews/id452695969,aaabhjkl,11.1.0,1,Where the auto shazam in app shazam??,2017-06-20T20:03:05Z,A Where the auto shazam in app shazam??,1
New update,https://itunes.apple.com/az/reviews/id472085625,ali_akber,11.0.0,3,Recover Auto Shazam :/ others is very well 👍🏻👏,2017-05-27T18:25:23Z,New update Recover Auto Shazam :/ others is very well 👍🏻👏,1
T,https://itunes.apple.com/az/reviews/id547749438,W5435003w,10.6.2,5,Perfect,2017-05-21T16:26:58Z,T Perfect,0
İlkin,https://itunes.apple.com/az/reviews/id388123253,Qashqin,11.0.0,5,⚜️⚜️,2017-05-20T08:03:17Z,İlkin ⚜️⚜️,0
SO GOOOOOOOD😻😻,https://itunes.apple.com/az/reviews/id270770201,To the moon and back.,11.0.0,5,to the moon and baack  :),2017-05-15T15:24:54Z,SO GOOOOOOOD😻😻 to the moon and baack  :),0
Shazam,https://itunes.apple.com/az/reviews/id412858821,Nailka79,10.6.1,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2017-03-24T18:11:47Z,Shazam 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,0
👍🏼,https://itunes.apple.com/az/reviews/id445302464,Susanna Rustamova,10.5.0,5,Superrr,2017-02-13T17:47:39Z,👍🏼 Superrr,0
Cool,https://itunes.apple.com/az/reviews/id374830264,Memmed_25,10.4.0,5,Cok iti,2017-01-22T11:09:40Z,Cool Cok iti,0
Super,https://itunes.apple.com/az/reviews/id373068100,samirnezirov,10.4.0,5,👍,2017-01-11T17:48:42Z,Super 👍,0
Salam)),https://itunes.apple.com/az/reviews/id465377013,Cavid Aze.,10.4.0,5,Elaçıı👍🏼👍🏼👍🏼,2016-12-15T19:14:45Z,Salam)) Elaçıı👍🏼👍🏼👍🏼,0
Awesome!,https://itunes.apple.com/az/reviews/id318855785,Roshqa,10.3.2,5,Perfect job!,2016-12-01T16:41:55Z,Awesome! Perfect job!,0
Unable to Download App,https://itunes.apple.com/az/reviews/id368804626,Submariiiine,10.2.0,2,Having issues with installing the new update on iphone 5s(ios 10.1),2016-11-18T23:16:05Z,Unable to Download App Having issues with installing the new update on iphone 5s(ios 10.1),1
Incredible,https://itunes.apple.com/az/reviews/id455380987,Chin 84,10.2.0,5,Incredible,2016-11-18T17:19:45Z,Incredible Incredible,0
Best,https://itunes.apple.com/az/reviews/id467350723,jaheed-r,10.2.0,5,👍,2016-11-16T03:31:23Z,Best 👍,0
👍🏻,https://itunes.apple.com/az/reviews/id467318979,Elchin055,10.2.0,5,Yaxshi proqramdi. Internet olmayanda bele mahnini axtarib internet olduqda ise adinada baxmaq olar. Supper,2016-11-11T07:34:29Z,👍🏻 Yaxshi proqramdi. Internet olmayanda bele mahnini axtarib internet olduqda ise adinada baxmaq olar. Supper,0
Super,https://itunes.apple.com/az/reviews/id507285014,Vahidgsnc,10.2.0,5,Muchos Grazias,2016-11-05T17:00:26Z,Super Muchos Grazias,0
