Title,Author_URL,Author_Name,App_Version,Rating,Review,Date,comment_text,target
İphone,https://itunes.apple.com/az/reviews/id899946218,Sevinccccc,2.18.90,5,Yaxşı işlemir,2018-09-04T21:29:17Z,İphone Yaxşı işlemir,0
Sorun!,https://itunes.apple.com/az/reviews/id354720679,Fuldu,2.18.90,5,WhatsApp niyə işləmir ???!!,2018-09-03T21:11:27Z,Sorun! WhatsApp niyə işləmir ???!!,0
Like,https://itunes.apple.com/az/reviews/id898231463,gulka88,2.18.81,5,Like ıs,2018-09-02T00:13:10Z,Like Like ıs,0
🤫👍🏻👍🏻,https://itunes.apple.com/az/reviews/id666296587,Aku Q-off,2.18.81,5,🤫🤫👍🏻👍🏻👍🏻,2018-08-31T00:40:59Z,🤫👍🏻👍🏻 🤫🤫👍🏻👍🏻👍🏻,0
Архив,https://itunes.apple.com/az/reviews/id689526695,пианист Анар,2.18.81,2,Почему архива нет у этой программы?,2018-08-29T11:35:16Z,Архив Почему архива нет у этой программы?,1
Hoslaniyorum,https://itunes.apple.com/az/reviews/id895734278,aykaaqafayka,2.18.81,4,Amma tamda bazi islemleri hosuma gitmiyor,2018-08-28T16:51:31Z,Hoslaniyorum Amma tamda bazi islemleri hosuma gitmiyor,0
Help me,https://itunes.apple.com/az/reviews/id697730345,ayka415,2.18.81,4,Help me please,2018-08-27T18:09:13Z,Help me Help me please,0
W,https://itunes.apple.com/az/reviews/id726811005,coni english,2.18.81,5,Muhtewem,2018-08-20T18:56:59Z,W Muhtewem,0
PHOTO VIDEO ON THE STORY,https://itunes.apple.com/az/reviews/id510636243,Sema Veliyeva,2.18.81,1,"Hello dear wp company 

When i put a """"selfie video"""" or normal video and photo on the story it becomes very low quality even the real video is HQ .",2018-08-16T15:51:16Z,"PHOTO VIDEO ON THE STORY Hello dear wp company 

When i put a """"selfie video"""" or normal video and photo on the story it becomes very low quality even the real video is HQ .",1
Melek,https://itunes.apple.com/az/reviews/id885841230,Melekresidzade,2.18.81,2,Whatsapım işlemir nece edim,2018-08-14T09:16:30Z,Melek Whatsapım işlemir nece edim,1
Esmer,https://itunes.apple.com/az/reviews/id884462200,Eska Isazade,2.18.81,1,Cok beyeniyorum,2018-08-12T10:20:11Z,Esmer Cok beyeniyorum,1
Complain,https://itunes.apple.com/az/reviews/id466225235,Ali-Home,2.18.80,1,"There is problem connecting with security. Example, another profil picture is seen by me, but my privacy close. What happened?",2018-08-09T10:57:00Z,"Complain There is problem connecting with security. Example, another profil picture is seen by me, but my privacy close. What happened?",1
Feedback,https://itunes.apple.com/az/reviews/id449494508,Amirbeyli,2.18.81,5,"Hello, it cares all whatsapp users, when we put snap if it is long video it divides 3 parts for example, so first part is okay but other’s sound and vision are not same. It was always like that in all users , fix it please, i will be fertile, thanks for your attention",2018-08-05T20:36:46Z,"Feedback Hello, it cares all whatsapp users, when we put snap if it is long video it divides 3 parts for example, so first part is okay but other’s sound and vision are not same. It was always like that in all users , fix it please, i will be fertile, thanks for your attention",0
Very bad 👎🏻,https://itunes.apple.com/az/reviews/id398551176,Lyaman_,2.18.80,1,I do not get a message from him,2018-08-05T12:28:38Z,Very bad 👎🏻 I do not get a message from him,1
Salam,https://itunes.apple.com/az/reviews/id874356101,azimoff_045,2.18.80,5,Thanck you whatsap senol sen butun operatorlarin belini qirdin halaldi sene))),2018-07-31T07:00:05Z,Salam Thanck you whatsap senol sen butun operatorlarin belini qirdin halaldi sene))),0
Kamran,https://itunes.apple.com/az/reviews/id693024237,şirik,2.18.80,5,Goruntulu dansarken sesim getmir nedeni bildirerdiz?,2018-07-30T15:33:05Z,Kamran Goruntulu dansarken sesim getmir nedeni bildirerdiz?,0
Video Problem,https://itunes.apple.com/az/reviews/id790266408,Nico Rosberg!,2.18.80,1,I have iphone 6s and i have problem..When I video calling to any people.he dont listen to me..please fix this bug !,2018-07-27T13:06:03Z,Video Problem I have iphone 6s and i have problem..When I video calling to any people.he dont listen to me..please fix this bug !,1
🙏f,https://itunes.apple.com/az/reviews/id869998652,Serxan8080,2.18.80,5,🙏🏻g,2018-07-25T13:15:50Z,🙏f 🙏🏻g,0
Лучшая Программа,https://itunes.apple.com/az/reviews/id869120374,Ракета58,2.18.80,5,Лучшая Программа для Чата,2018-07-24T11:32:00Z,Лучшая Программа Лучшая Программа для Чата,0
instagram: @turkayhesenli,https://itunes.apple.com/az/reviews/id648535053,instagram: @turkayhesenli,2.18.71,5,"Superdi

instagram: @turkayhesenli",2018-07-23T01:18:46Z,"instagram: @turkayhesenli Superdi

instagram: @turkayhesenli",0
Good app,https://itunes.apple.com/az/reviews/id792073177,Miki1892991,2.18.71,5,Good,2018-07-15T18:08:14Z,Good app Good,0
Ok,https://itunes.apple.com/az/reviews/id861100432,qaqalya,2.18.71,5,Ok,2018-07-14T18:23:48Z,Ok Ok,0
Пожелания,https://itunes.apple.com/az/reviews/id349032268,Rashad555,2.18.71,5,Ждем от разработчиков тоучблокировку приложения и автостерание текстов .,2018-07-12T11:45:37Z,Пожелания Ждем от разработчиков тоучблокировку приложения и автостерание текстов .,0
🌙,https://itunes.apple.com/az/reviews/id644618799,clary_023,2.18.70,4,I want live video on WhatsApp 😕,2018-07-06T14:50:55Z,🌙 I want live video on WhatsApp 😕,0
Çok kotu,https://itunes.apple.com/az/reviews/id365781456,Tünzala,2.18.70,1,Profil resm kalitesi durumdaki resmlerin kalitesi cok duşuk gorunuyo,2018-07-01T10:11:13Z,Çok kotu Profil resm kalitesi durumdaki resmlerin kalitesi cok duşuk gorunuyo,1
picture megapixel,https://itunes.apple.com/az/reviews/id766373657,hendejsbqks,2.18.70,5,"when İ share picture on story picture megapixel get lost, not only on story but also when İ send to someone  picture",2018-06-30T14:54:51Z,"picture megapixel when İ share picture on story picture megapixel get lost, not only on story but also when İ send to someone  picture",0
Çok güzel çalışır,https://itunes.apple.com/az/reviews/id842657425,volter-12,2.18.70,5,Süper,2018-06-28T22:17:08Z,Çok güzel çalışır Süper,0
Best app,https://itunes.apple.com/az/reviews/id826617168,meryem12,2.18.61,5,İt is super! Bravo!!!,2018-06-28T03:39:14Z,Best app İt is super! Bravo!!!,0
When i call I don’t hear,https://itunes.apple.com/az/reviews/id397646399,jzjzjzlq_qw,2.18.61,1,I can’t call,2018-06-27T22:47:46Z,When i call I don’t hear I can’t call,1
görüntülu sesim gitmiyor,https://itunes.apple.com/az/reviews/id713714702,bdkdgehd,2.18.61,1,goruntulu sesim gitmedigi icin sevedim,2018-06-26T18:43:34Z,görüntülu sesim gitmiyor goruntulu sesim gitmedigi icin sevedim,1
Cok guzel soltan 37 37,https://itunes.apple.com/az/reviews/id838666355,sultiw,2.18.61,5,😘,2018-06-25T05:26:57Z,Cok guzel soltan 37 37 😘,0
Ужас,https://itunes.apple.com/az/reviews/id707119220,Нармин997,2.18.61,3,У меня фотки приобретают ужасное качество и становятся мутными когда ставлю в статусе.Исправьте это,2018-06-23T19:14:03Z,Ужас У меня фотки приобретают ужасное качество и становятся мутными когда ставлю в статусе.Исправьте это,1
I would ask you something about my watsapp accaunt l can't open this can you help me ?,https://itunes.apple.com/az/reviews/id836359825,Help l can't open whatsapp,2.18.61,3,Hecer,2018-06-22T18:20:53Z,I would ask you something about my watsapp accaunt l can't open this can you help me ? Hecer,1
Размытие фото в статусе,https://itunes.apple.com/az/reviews/id832916455,sarish12345,2.18.61,5,"У меня айфон 6
В Вотсапе в последнее время,когда я выкладываю фотографию в статус,ухудшается качество.хотела бы чтоб устранили эту проблему",2018-06-19T18:28:30Z,"Размытие фото в статусе У меня айфон 6
В Вотсапе в последнее время,когда я выкладываю фотографию в статус,ухудшается качество.хотела бы чтоб устранили эту проблему",0
Heli,https://itunes.apple.com/az/reviews/id489250090,alikk232,2.18.61,5,We want all friends for camera video speak. 3 people 4 people video call,2018-06-15T11:33:37Z,Heli We want all friends for camera video speak. 3 people 4 people video call,0
Suggestion,https://itunes.apple.com/az/reviews/id373411605,Aliyeffa,2.18.61,5,I want to see my whatsapp contacts in app.,2018-06-11T05:50:06Z,Suggestion I want to see my whatsapp contacts in app.,0
OMG,https://itunes.apple.com/az/reviews/id362403839,Israil999,2.18.61,1,Why don’t add?,2018-06-10T23:43:03Z,OMG Why don’t add?,1
New emoji,https://itunes.apple.com/az/reviews/id602919793,Sifarişçi,2.18.60,5,"i want new emoji """"amulet (for evil eye"""")",2018-06-10T06:09:27Z,"New emoji i want new emoji """"amulet (for evil eye"""")",0
Видео звонок,https://itunes.apple.com/az/reviews/id817691489,hdfdusg,2.18.61,4,Видео звонок ужасен!4 звезды из-за него. Ничего не видно. А так норм,2018-06-07T11:03:37Z,Видео звонок Видео звонок ужасен!4 звезды из-за него. Ничего не видно. А так норм,0
After update,https://itunes.apple.com/az/reviews/id270773741,Seljan24,2.18.60,1,There is a bug after update. When I get the message it does not show contact's name.,2018-06-07T08:23:40Z,After update There is a bug after update. When I get the message it does not show contact's name.,1
Perfect,https://itunes.apple.com/az/reviews/id627883031,King Asger,2.18.61,5,Very very good,2018-06-04T08:12:52Z,Perfect Very very good,0
все отлично !,https://itunes.apple.com/az/reviews/id818264192,еликджон,2.18.61,5,отлично,2018-06-03T10:59:42Z,все отлично ! отлично,0
write ✎,https://itunes.apple.com/az/reviews/id534939698,RHm.8,2.18.61,5,sildiyimiz mesajin vaxtini bir kenara yazn,2018-06-01T23:06:54Z,write ✎ sildiyimiz mesajin vaxtini bir kenara yazn,0
status bar,https://itunes.apple.com/az/reviews/id456443917,LeOruc90,2.18.61,5,"hey status bar not working well, i cant share lyrics",2018-06-01T07:17:44Z,"status bar hey status bar not working well, i cant share lyrics",0
apple watch,https://itunes.apple.com/az/reviews/id487060960,Ozal Mamedov,2.18.61,1,почему всё ещё не поддерживает apple watch?😡,2018-05-31T15:35:00Z,apple watch почему всё ещё не поддерживает apple watch?😡,1
Name,https://itunes.apple.com/az/reviews/id689011372,officerrahm,2.18.60,1,It doesn’t show who sents messages. Please fix,2018-05-28T11:14:56Z,Name It doesn’t show who sents messages. Please fix,1
Message sender,https://itunes.apple.com/az/reviews/id808780429,The TCL,2.18.60,1,"Здравствуйте.
Не отображаются имена отправителя сообшения, после  последних двух обновлений.
Просьба решить проблему как можно скорее.
Спасибо.",2018-05-27T09:00:50Z,"Message sender Здравствуйте.
Не отображаются имена отправителя сообшения, после  последних двух обновлений.
Просьба решить проблему как можно скорее.
Спасибо.",1
Whatsapp,https://itunes.apple.com/az/reviews/id637145750,sesi sesilya,2.18.60,2,İ don’t like the innovation in whatsapp. Because names are not in the show preview.,2018-05-27T08:35:51Z,Whatsapp İ don’t like the innovation in whatsapp. Because names are not in the show preview.,1
Message doesn’t show from who sms,https://itunes.apple.com/az/reviews/id316135168,Kudrawka,2.18.52,5,Why I cannot show from who sms get?,2018-05-20T23:14:56Z,Message doesn’t show from who sms Why I cannot show from who sms get?,0
Bug,https://itunes.apple.com/az/reviews/id348869938,Faridh_,2.18.52,1,"The notification does not show the name of the contact, just the word message appears. Please fix it as soon as possible",2018-05-18T10:54:19Z,"Bug The notification does not show the name of the contact, just the word message appears. Please fix it as soon as possible",1
Problem,https://itunes.apple.com/az/reviews/id199088084,Funtikn,2.18.52,5,"Hi. I have a problem in my whatsap. it doesnt show name who wrote you. in locked screen when somebody write to me it only shows """"whatsapp message"""" not name. please fix it",2018-05-18T09:39:34Z,"Problem Hi. I have a problem in my whatsap. it doesnt show name who wrote you. in locked screen when somebody write to me it only shows """"whatsapp message"""" not name. please fix it",0
Dil problemi,https://itunes.apple.com/az/reviews/id643905584,baxda,2.18.51,1,Zengi söndürerken ve ya qarşı rerf zengi red ederker ingilis dilinde yazılır zeng red edildi,2018-05-11T19:33:38Z,Dil problemi Zengi söndürerken ve ya qarşı rerf zengi red ederker ingilis dilinde yazılır zeng red edildi,1
Çok teşekkür ederiz,https://itunes.apple.com/az/reviews/id433690343,Fenpmen,2.18.51,5,"Çok güzel olmuş 
Herkesle konuşuyoruz ve fotoğraf gönderiyiz",2018-05-11T16:20:53Z,"Çok teşekkür ederiz Çok güzel olmuş 
Herkesle konuşuyoruz ve fotoğraf gönderiyiz",0
Глючит,https://itunes.apple.com/az/reviews/id749386484,ladyscorpy,2.18.51,3,"Отвратительно работают уведомления, они вообще не приходят. Сообщение видишь, когда заходишь в программу",2018-05-10T02:49:43Z,"Глючит Отвратительно работают уведомления, они вообще не приходят. Сообщение видишь, когда заходишь в программу",1
Whatsapp,https://itunes.apple.com/az/reviews/id547571054,Aaa81345,2.18.51,5,Herweyi yaxwidi bidene reklam qoymuyun,2018-05-09T15:22:32Z,Whatsapp Herweyi yaxwidi bidene reklam qoymuyun,0
Mutlu,https://itunes.apple.com/az/reviews/id793907256,samur66_,2.18.41,5,Cox sevıyorum,2018-05-04T23:56:30Z,Mutlu Cox sevıyorum,0
elvin_ibrahimli,https://itunes.apple.com/az/reviews/id616550583,elvin_ibrahimli,2.18.41,5,👍🏻,2018-05-03T12:53:35Z,elvin_ibrahimli 👍🏻,0
bom,https://itunes.apple.com/az/reviews/id413419173,Vusal473,2.18.41,5,bom,2018-04-26T12:18:09Z,bom bom,0
Picture quality,https://itunes.apple.com/az/reviews/id411816161,Türkel,2.18.41,1,"Fix picture quality problem. Picture’s quality is going to very low when i upload to whatsapp... 

if you dont fix, i will give you one star again and again...",2018-04-25T08:38:45Z,"Picture quality Fix picture quality problem. Picture’s quality is going to very low when i upload to whatsapp... 

if you dont fix, i will give you one star again and again...",1
Ela,https://itunes.apple.com/az/reviews/id628971281,beyişko,2.18.41,5,Ela,2018-04-20T18:23:31Z,Ela Ela,0
Devil,https://itunes.apple.com/az/reviews/id776181471,devildxx,2.18.41,3,"When my phone locked ,my mesaages dont come , till i enter the app.fixed it this problem .",2018-04-14T17:00:46Z,"Devil When my phone locked ,my mesaages dont come , till i enter the app.fixed it this problem .",1
👏👏👏😘😘😘😘,https://itunes.apple.com/az/reviews/id640607393,ghdhogfsse256,2.18.41,5,Whatcapp good 👍❤️🇦🇿,2018-04-11T10:18:38Z,👏👏👏😘😘😘😘 Whatcapp good 👍❤️🇦🇿,0
z,https://itunes.apple.com/az/reviews/id494212655,Camil shahverdiev,2.18.41,5,buraya adminler baxmir ay insanlar burada yazirsizki sizinle bir bolgede yeni azerbaycanda olan insanlar baxsin bura razrabotcikler baxmir,2018-04-08T11:06:20Z,z buraya adminler baxmir ay insanlar burada yazirsizki sizinle bir bolgede yeni azerbaycanda olan insanlar baxsin bura razrabotcikler baxmir,0
Super,https://itunes.apple.com/az/reviews/id767515267,ElchinSheki55,2.18.40,5,Whatsapp👍🏼,2018-04-04T18:50:23Z,Super Whatsapp👍🏼,0
Wp,https://itunes.apple.com/az/reviews/id430471744,Tc Totu,2.18.40,5,I think Apple Watch need this application,2018-04-02T09:04:57Z,Wp I think Apple Watch need this application,0
Ceferov1999,https://itunes.apple.com/az/reviews/id600204938,Aybeniz Xok,2.18.31,5,Cox güzel proqram,2018-03-31T13:59:26Z,Ceferov1999 Cox güzel proqram,0
Problem,https://itunes.apple.com/az/reviews/id426476237,llsaabir,2.18.31,1,"I can not update my iphone on 5s. All time billing and other information problems.but in my account all good , i downloaded abd update another apps without problems.",2018-03-31T10:49:20Z,"Problem I can not update my iphone on 5s. All time billing and other information problems.but in my account all good , i downloaded abd update another apps without problems.",1
Muhtesem,https://itunes.apple.com/az/reviews/id463575211,tetew_23,2.18.31,5,Fovkalade bir is yapmissiniz,2018-03-27T18:21:17Z,Muhtesem Fovkalade bir is yapmissiniz,0
Problem on photos for story,https://itunes.apple.com/az/reviews/id566511607,Batya 🇦🇿,2.18.31,1,Photos lose their quality when it is uploaded to story -_-,2018-03-25T11:50:25Z,Problem on photos for story Photos lose their quality when it is uploaded to story -_-,1
I like,https://itunes.apple.com/az/reviews/id507096512,Apple sevice,2.18.31,5,I like,2018-03-25T07:14:23Z,I like I like,0
👍,https://itunes.apple.com/az/reviews/id651584109,AliAllahverdiyev,2.18.31,5,👍,2018-03-23T10:56:01Z,👍 👍,0
Teşekürname,https://itunes.apple.com/az/reviews/id756269956,Huseyn Huseyni,2.18.31,5,Çok Teşekkür ederim,2018-03-23T00:51:37Z,Teşekürname Çok Teşekkür ederim,0
Good,https://itunes.apple.com/az/reviews/id724589196,Hasan Naghiyev,2.18.31,2,I can’t add multiple status on iPhone 8plus. How it does,2018-03-20T22:07:13Z,Good I can’t add multiple status on iPhone 8plus. How it does,1
Super,https://itunes.apple.com/az/reviews/id706561998,Habiboff,2.18.31,5,This application is super👍🏻,2018-03-20T16:38:36Z,Super This application is super👍🏻,0
Status not working,https://itunes.apple.com/az/reviews/id479602708,moneymaker511,2.18.31,1,Status not working,2018-03-18T11:02:15Z,Status not working Status not working,1
Сделайте в оьновления!!,https://itunes.apple.com/az/reviews/id683306953,n.mayer14,2.18.31,5,"Сделайте так чтобы когда удаляли сообщение, не писало в чате что сообщение было удалено, не зря де мы его удаляем чтобы другие не видели!! И ещё сделайте если мы случайно вышли из группы к ней можно было бы присоединится обратно, а то выходишь и надо ждать пока администратор добавит обратно",2018-03-15T11:30:20Z,"Сделайте в оьновления!! Сделайте так чтобы когда удаляли сообщение, не писало в чате что сообщение было удалено, не зря де мы его удаляем чтобы другие не видели!! И ещё сделайте если мы случайно вышли из группы к ней можно было бы присоединится обратно, а то выходишь и надо ждать пока администратор добавит обратно",0
problems,https://itunes.apple.com/az/reviews/id643552087,Müseyib,2.18.31,1,when i share pictures the quality of the pictures is very low,2018-03-14T21:30:54Z,problems when i share pictures the quality of the pictures is very low,1
Durum,https://itunes.apple.com/az/reviews/id536627801,Qaradag,2.18.31,5,Durumları 1 dakika Yapın ve ya 2 dakıka 30 saniye çok az,2018-03-13T09:23:32Z,Durum Durumları 1 dakika Yapın ve ya 2 dakıka 30 saniye çok az,0
Dikkat,https://itunes.apple.com/az/reviews/id656270578,iluslipss,2.18.30,5,Bu özelliği ksldırın lütfen kimse gizlimi okuyamasın benim whatsap başkasının telefonuna yüklenemesin,2018-03-06T12:27:57Z,Dikkat Bu özelliği ksldırın lütfen kimse gizlimi okuyamasın benim whatsap başkasının telefonuna yüklenemesin,0
Вы можете ещё много чего сделать,https://itunes.apple.com/az/reviews/id685720074,Gasan19,2.18.30,5,Например что бы люди могли несколькими разговаривать,2018-03-03T12:49:21Z,Вы можете ещё много чего сделать Например что бы люди могли несколькими разговаривать,0
Super,https://itunes.apple.com/az/reviews/id736946422,Ziko019,2.18.30,1,Hersey guzel,2018-03-01T05:36:38Z,Super Hersey guzel,1
Whatsapp,https://itunes.apple.com/az/reviews/id735581324,fırkdlrl,2.18.22,5,Whatsapp çok iyi bişey bayılıyom,2018-02-27T10:42:48Z,Whatsapp Whatsapp çok iyi bişey bayılıyom,0
Guzel,https://itunes.apple.com/az/reviews/id700904800,wehlaa,2.18.22,5,Cok guzeeellll❤️❤️❤️❤️❤️❤️❤️,2018-02-24T14:19:26Z,Guzel Cok guzeeellll❤️❤️❤️❤️❤️❤️❤️,0
Çok kötü,https://itunes.apple.com/az/reviews/id393049515,Hakoçu,2.18.22,5,Medeniyet yerine WhatsApp kullanıyorum çünkü ücretsiz whatsap candır şakasına şok kötü yazdım efsanesiniz,2018-02-23T14:59:49Z,Çok kötü Medeniyet yerine WhatsApp kullanıyorum çünkü ücretsiz whatsap candır şakasına şok kötü yazdım efsanesiniz,0
Love itr,https://itunes.apple.com/az/reviews/id166973249,Dangery,2.18.22,5,Big thx for easy Life,2018-02-17T08:02:56Z,Love itr Big thx for easy Life,0
Rafiq,https://itunes.apple.com/az/reviews/id695123959,рафигг,2.18.21,5,Супер Спасибо разрабом за всё но есть одно но если ты кого-то заблокировал и он есть в одной группе то он пишит в группу и сообщение приходит даже если он заблокирован,2018-02-10T07:57:39Z,Rafiq Супер Спасибо разрабом за всё но есть одно но если ты кого-то заблокировал и он есть в одной группе то он пишит в группу и сообщение приходит даже если он заблокирован,0
Elestun,https://itunes.apple.com/az/reviews/id699400804,elestun,2.18.20,5,Elestun,2018-02-03T21:33:08Z,Elestun Elestun,0
More image,https://itunes.apple.com/az/reviews/id488577996,El1__,75.0,3,kişileri keşfete girdiğimde ekranda kişilerin görüntüsü qidiyor bem-beyaz oluyor😔,2019-10-02T18:45:29Z,More image kişileri keşfete girdiğimde ekranda kişilerin görüntüsü qidiyor bem-beyaz oluyor😔,1
😎😎😎😎😎,https://itunes.apple.com/az/reviews/id1080767880,dias_voridaq,113.0,5,😎😎😎😎😎,2019-10-02T09:27:02Z,😎😎😎😎😎 😎😎😎😎😎,0
10🌟,https://itunes.apple.com/az/reviews/id1078559591,guluAysuAyan,113.0,5,⭐️,2019-10-02T06:49:10Z,10🌟 ⭐️,0
super,https://itunes.apple.com/az/reviews/id609557513,turan_20_200,113.0,5,yazwı ki varsız,2019-09-30T16:14:43Z,super yazwı ki varsız,0
Çok xoşuma gidiyor,https://itunes.apple.com/az/reviews/id416314403,Mgnay,112.0,5,Sizin,2019-09-30T09:21:48Z,Çok xoşuma gidiyor Sizin,0
Instagram,https://itunes.apple.com/az/reviews/id1051028054,Magic Five Рулит,112.0,5,Истаграм крутой приложения),2019-09-29T16:09:46Z,Instagram Истаграм крутой приложения),0
Super!!!,https://itunes.apple.com/az/reviews/id288440475,hamzanagif,112.0,5,@insagram,2019-09-29T07:33:43Z,Super!!! @insagram,0
new updates,https://itunes.apple.com/az/reviews/id687392838,gi6!,112.0,1,Following activity tab gone,2019-09-28T05:46:47Z,new updates Following activity tab gone,1
sorry there was a problem with your request,https://itunes.apple.com/az/reviews/id207066719,Verikverik17,112.0,1,"fix it
this app is the worst app i have ever seen !!",2019-09-28T04:44:23Z,"sorry there was a problem with your request fix it
this app is the worst app i have ever seen !!",1
@aysu.oficcal,https://itunes.apple.com/az/reviews/id1004946283,@aysu.oficcal,112.0,5,Ela super.Beatufil,2019-09-27T08:32:38Z,@aysu.oficcal Ela super.Beatufil,0
👍,https://itunes.apple.com/az/reviews/id830173914,qoshqar_photograpy,112.0,5,👍,2019-09-26T21:14:58Z,👍 👍,0
problem,https://itunes.apple.com/az/reviews/id1076988325,aygun_mva,112.0,5,can't add someone else's post to my story,2019-09-24T13:17:20Z,problem can't add someone else's post to my story,0
Zadehh,https://itunes.apple.com/az/reviews/id403603706,bevzkelqnsjw,112.0,4,Hello Instagram Team!You are very amazing. Thanks to your program I am both enjoying and resting. But I have a question to you. lately instagram is blocked in many pages.why?Please fix this problem.,2019-09-24T10:51:34Z,Zadehh Hello Instagram Team!You are very amazing. Thanks to your program I am both enjoying and resting. But I have a question to you. lately instagram is blocked in many pages.why?Please fix this problem.,0
Very good,https://itunes.apple.com/az/reviews/id453978593,sduvx,112.0,5,Very good,2019-09-23T21:05:45Z,Very good Very good,0
azerbaycanlıyım. eliko_025_,https://itunes.apple.com/az/reviews/id966630670,eliko_025_,112.0,5,çok iyi be inistagramy,2019-09-23T19:14:54Z,azerbaycanlıyım. eliko_025_ çok iyi be inistagramy,0
Great application,https://itunes.apple.com/az/reviews/id489475018,I.Saadat,112.0,5,I love instagram,2019-09-23T15:30:45Z,Great application I love instagram,0
İnstagram hkk,https://itunes.apple.com/az/reviews/id1010429990,Boz Gurd,111.0,5,Çox gözəl,2019-09-23T12:20:35Z,İnstagram hkk Çox gözəl,0
Black Mode,https://itunes.apple.com/az/reviews/id723258371,mesumecavadova,111.0,3,dark mode with update would be great,2019-09-23T07:40:27Z,Black Mode dark mode with update would be great,1
❤️,https://itunes.apple.com/az/reviews/id950382668,jewellery_100,111.0,5,I love instagram,2019-09-21T13:46:35Z,❤️ I love instagram,0
Dark Mode,https://itunes.apple.com/az/reviews/id669014194,baku000004,111.0,1,"It would be great if you would bring dark mode,that is one of the instagram's worsts.",2019-09-19T20:57:32Z,"Dark Mode It would be great if you would bring dark mode,that is one of the instagram's worsts.",1
Babat işdiir özm ölm,https://itunes.apple.com/az/reviews/id1008960610,Alertodaertosmas,111.0,5,DÜZ SÖHBƏTDİ SƏHVDİ DİYƏN ŞEYTAN ƏMƏLİNDƏDİ,2019-09-18T13:20:11Z,Babat işdiir özm ölm DÜZ SÖHBƏTDİ SƏHVDİ DİYƏN ŞEYTAN ƏMƏLİNDƏDİ,0
Bad attitude to users.,https://itunes.apple.com/az/reviews/id481423776,Dr.Emin Huseynov,110.0,1,"They blocked me 2 times without explaining the reasons. I created a new account and uploaded my personal photos for 3 days, where there is no violence and other prohibited things. A week later, again ban and without explanation. What the hell?",2019-09-15T17:57:13Z,"Bad attitude to users. They blocked me 2 times without explaining the reasons. I created a new account and uploaded my personal photos for 3 days, where there is no violence and other prohibited things. A week later, again ban and without explanation. What the hell?",1
Instagram has a problem 👎🏻,https://itunes.apple.com/az/reviews/id692368482,xayalahasanli,110.0,1,"I can’t select more than two photos because it changes the in a bad way, it loses the quality of photo. Please solve the problem!",2019-09-13T19:47:59Z,"Instagram has a problem 👎🏻 I can’t select more than two photos because it changes the in a bad way, it loses the quality of photo. Please solve the problem!",1
_music_pg3_,https://itunes.apple.com/az/reviews/id1072765787,anar🖤,110.0,5,Superdi👍🏻,2019-09-13T13:42:57Z,_music_pg3_ Superdi👍🏻,0
I need your help,https://itunes.apple.com/az/reviews/id931370158,f4ti_._,110.0,5,"Hello. In July in 2019 I deleted the messages from the profile 3.liko_._ by mistaken.But I have saved the messages from that time till nowadays. The deleted messages are very important for me. It hurts me very much. Can you help me to return those deleted messages or can you remake newness in the program in order to return those messages? The first message was on the 3rd of June in 2018. Please,help me to get those messages. Thanks beforehand",2019-09-12T14:31:20Z,"I need your help Hello. In July in 2019 I deleted the messages from the profile 3.liko_._ by mistaken.But I have saved the messages from that time till nowadays. The deleted messages are very important for me. It hurts me very much. Can you help me to return those deleted messages or can you remake newness in the program in order to return those messages? The first message was on the 3rd of June in 2018. Please,help me to get those messages. Thanks beforehand",0
Zoooor,https://itunes.apple.com/az/reviews/id1055250311,fuadatamoqlanov55,110.0,5,Elaaaa,2019-09-12T07:58:37Z,Zoooor Elaaaa,0
Aga.electronics,https://itunes.apple.com/az/reviews/id898035951,Orkhan005,110.0,5,Super puper,2019-09-12T01:18:21Z,Aga.electronics Super puper,0
Çox süper,https://itunes.apple.com/az/reviews/id1052696406,Nurlan Asadov,109.0,5,Efsane,2019-09-09T09:03:55Z,Çox süper Efsane,0
Super,https://itunes.apple.com/az/reviews/id1012168178,samir_448,109.0,5,Superrr,2019-09-08T14:15:09Z,Super Superrr,0
Cok guzeli super,https://itunes.apple.com/az/reviews/id1070781158,babek___767,109.0,5,❤️❤️❤️❤️,2019-09-08T04:21:57Z,Cok guzeli super ❤️❤️❤️❤️,0
Instagram crashing in iphone 5a,https://itunes.apple.com/az/reviews/id356269870,Nsnbch,109.0,1,I don’t how fix it.It’s been a while when i used instagram with an app.After downloading app i cannot just enter the app because it is crashing every single time.Help!,2019-09-07T23:41:25Z,Instagram crashing in iphone 5a I don’t how fix it.It’s been a while when i used instagram with an app.After downloading app i cannot just enter the app because it is crashing every single time.Help!,1
Bad,https://itunes.apple.com/az/reviews/id1069491446,Rasul Ismaylov,109.0,2,I can't get notifications from instagram. Please fix it.(iPhone xs),2019-09-06T20:21:34Z,Bad I can't get notifications from instagram. Please fix it.(iPhone xs),1
Omg😭😭,https://itunes.apple.com/az/reviews/id703898257,Luntaex,109.0,1,Why we are updating instagram.I don’t like this version and delete😭👎 Return the old version please 😫,2019-09-06T15:44:50Z,Omg😭😭 Why we are updating instagram.I don’t like this version and delete😭👎 Return the old version please 😫,1
Insta good prgrm,https://itunes.apple.com/az/reviews/id764484178,rza_gurbanov,109.0,5,Very good prgrm 😃,2019-09-06T12:26:17Z,Insta good prgrm Very good prgrm 😃,0
